,Lijstnummer,Aanduiding,Positie,Initialen,Roepnaam,Tussenvoegsels,Achternaam,Geslacht,Woonplaats,Stemmen,Verkiezing,Party_WD_id,Qid,Positie_Groningen,Positie_Fryslan,Positie_Drenthe,Positie_Overijssel,Positie_Flevoland,Positie_Nijmegen,Positie_Arnhem,Positie_Utrecht,Positie_Amsterdam,Positie_Haarlem,Positie_Den_Helder,Positie_Den_Haag,Positie_Rotterdam,Positie_Dordrecht,Positie_Leiden,Positie_Zeeland,Positie_Tilburg,Positie_Den_Bosch,Positie_Limburg,Positie_Caribisch_Nederland,Stemmen_Groningen,Stemmen_Fryslan,Stemmen_Drenthe,Stemmen_Overijssel,Stemmen_Flevoland,Stemmen_Nijmegen,Stemmen_Arnhem,Stemmen_Utrecht,Stemmen_Amsterdam,Stemmen_Haarlem,Stemmen_Den_Helder,Stemmen_Den_Haag,Stemmen_Rotterdam,Stemmen_Dordrecht,Stemmen_Leiden,Stemmen_Zeeland,Stemmen_Tilburg,Stemmen_Den_Bosch,Stemmen_Limburg,Stemmen_Caribisch_Nederland,Stemmen_Maastricht,Positie_Maastricht,Stemmen_Venlo,Positie_Venlo,Stemmen_s-Gravenhage,Positie_s-Gravenhage,Stemmen_s-Hertogenbosch,Positie_s-Hertogenbosch,Stemmen_Gelderland,Positie_Gelderland,Stemmen_Noord_Holland,Positie_Noord_Holland,Stemmen_Zuid_Holland,Positie_Zuid_Holland,Stemmen_Noord_Brabant,Positie_Noord_Brabant,Stemmen_Bonaire,Positie_Bonaire,Stemmen_Saba,Positie_Saba,Stemmen_Sint_Eustatius,Positie_Sint_Eustatius,Stemmen_Buitenland,Positie_Buitenland,Stemmen_Den Helder,Positie_Den Helder,Naam,url
4165,15.0,ChristenUnie,1.0,M.C.A.,Michel,,Klein,,,17810.0,PS2019Noord-Holland,Q239539,Q123176142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michel Klein,https://verkiezingsarchief.nl/kandidaten/21c3bi/Michel_Klein
4166,15.0,ChristenUnie,9.0,D.G.M.,Don,,Ceder,,,1552.0,PS2019Noord-Holland,Q239539,Q28861455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don Ceder,https://verkiezingsarchief.nl/kandidaten/h6ln3/Don_Ceder
4167,1.0,Forum voor Democratie,,J., ,,Dessing,,Zaandam,,PS2023Noord-Holland,,Q64590182,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Johan Dessing,https://verkiezingsarchief.nl/kandidaten/12ge3q/Johan_Dessing
4168,1.0,Forum voor Democratie,,R.J., ,,Dekker,,Amsterdam,,PS2023Noord-Holland,,Q105710037,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,R.J. Dekker,https://verkiezingsarchief.nl/kandidaten/1qxqdx/R.J._Dekker
4169,1.0,Forum voor Democratie,,A.H.J.W., ,van,Schijndel,,Amsterdam,,PS2023Noord-Holland,,Q2639782,,,,,,,,,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,Anton van Schijndel,https://verkiezingsarchief.nl/kandidaten/1kkva/Anton_van_Schijndel
4170,1.0,Forum voor Democratie,,T.B., ,,Lute,,Heerhugowaard,,PS2023Noord-Holland,,Q123215647,,,,,,,,,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,Rob Lute,https://verkiezingsarchief.nl/kandidaten/21cxsv/Rob_Lute
4171,1.0,Forum voor Democratie,,F.J.H., ,,Jansen,,Amsterdam,,PS2023Noord-Holland,,Q105710012,,,,,,,,,49.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,F.J.H. Jansen,https://verkiezingsarchief.nl/kandidaten/1qxqd8/F.J.H._Jansen
4172,1.0,Forum voor Democratie,,T.H.P., ,,Baudet,,Amsterdam,,PS2023Noord-Holland,,Q4462875,,,,,,,,,50.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,Thierry Baudet,https://verkiezingsarchief.nl/kandidaten/2nnkr/Thierry_Baudet
4173,2.0,GROENLINKS,,R.J.,Raoul,,White,,Purmerend,,PS2023Noord-Holland,,Q123176008,,,,,,,,,36.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,Raoul White,https://verkiezingsarchief.nl/kandidaten/21c37s/Raoul_White
4174,2.0,GROENLINKS,,S.C.,Suzanne,,Kröger,,Amsterdam,,PS2023Noord-Holland,,Q28860432,,,,,,,,,46.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,Suzanne Kröger,https://verkiezingsarchief.nl/kandidaten/h6kuo/Suzanne_Kröger
4175,2.0,GROENLINKS,,K.,Kauthar,,Bouchallikh,,Amsterdam,,PS2023Noord-Holland,,Q55080955,,,,,,,,,48.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,Kauthar Bouchallikh,https://verkiezingsarchief.nl/kandidaten/wskqj/Kauthar_Bouchallikh
4176,2.0,GROENLINKS,,L.,Laura,,Bromet,,Monnickendam,,PS2023Noord-Holland,,Q27646718,,,,,,,,,50.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,Laura Bromet,https://verkiezingsarchief.nl/kandidaten/ggkce/Laura_Bromet
4177,3.0,VVD,,B.G.P.,Bas,de,Wit,m,Andijk,,PS2023Noord-Holland,,Q123175922,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Bas de Wit,https://verkiezingsarchief.nl/kandidaten/21c35e/Bas_de_Wit
4178,6.0,CDA,,H.M.,Harmen,,Krul,m,Den Helder,,PS2023Noord-Holland,,Q116542370,,,,,,,,,48.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,Harmen Krul,https://verkiezingsarchief.nl/kandidaten/1xdwo2/Harmen_Krul
4179,7.0,Partij voor de Dieren,,I.,Ines,,Kostić,,Hilversum,,PS2023Noord-Holland,,Q28857876,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Ines Kostić,https://verkiezingsarchief.nl/kandidaten/h6ivo/Ines_Kostić
4180,7.0,Partij voor de Dieren,,J.P.,Jaap,,Hollebeek,,Oostzaan,,PS2023Noord-Holland,,Q123176114,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Jaap Hollebeek,https://verkiezingsarchief.nl/kandidaten/21c3aq/Jaap_Hollebeek
4181,7.0,Partij voor de Dieren,,K.,Kıvılcım,,Pınar,,Alkmaar,,PS2023Noord-Holland,,Q123176109,,,,,,,,,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,Kıvılcım Pınar,https://verkiezingsarchief.nl/kandidaten/21c3al/Kıvılcım_Pınar
4182,7.0,Partij voor de Dieren,,V.,Vivianne,,Spruit,,Castricum,,PS2023Noord-Holland,,Q123176131,,,,,,,,,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,Vivianne Spruit,https://verkiezingsarchief.nl/kandidaten/21c3b7/Vivianne_Spruit
4183,7.0,Partij voor de Dieren,,D.J.C.,Dave,de,Vos,,Amsterdam,,PS2023Noord-Holland,,Q123176120,,,,,,,,,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,Dave de Vos,https://verkiezingsarchief.nl/kandidaten/21c3aw/Dave_de_Vos
4184,7.0,Partij voor de Dieren,,L.,Lammert,van,Raan,,Amsterdam,,PS2023Noord-Holland,,Q28860633,,,,,,,,,33.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,Lammert van Raan,https://verkiezingsarchief.nl/kandidaten/h6l09/Lammert_van_Raan
4185,8.0,PVV (Partij voor de Vrijheid),,M.,Marco,,Deen,m,Zandvoort,,PS2023Noord-Holland,,Q123176037,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Marco Deen,https://verkiezingsarchief.nl/kandidaten/21c38l/Marco_Deen
4186,8.0,PVV (Partij voor de Vrijheid),,J.P.,Peter,van,Haasen,m,Zaandam,,PS2023Noord-Holland,,Q123176046,,,,,,,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,Peter van Haasen,https://verkiezingsarchief.nl/kandidaten/21c38u/Peter_van_Haasen
4187,9.0,SP (Socialistische Partij),,R.,Remine,,Alberts-Oosterbaan,,Amsterdam,,PS2023Noord-Holland,,Q105728352,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Remine Oosterbaan,https://verkiezingsarchief.nl/kandidaten/1qy4io/Remine_Oosterbaan
4188,9.0,SP (Socialistische Partij),,A.M.,Alexandra,,Spanner,,Alkmaar,,PS2023Noord-Holland,,Q123176098,,,,,,,,,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,Alexandra Spanner,https://verkiezingsarchief.nl/kandidaten/21c3aa/Alexandra_Spanner
4189,10.0,ChristenUnie,,M.C.A.,Michel,,Klein,m,Bussum,,PS2023Noord-Holland,,Q123176142,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Michel Klein,https://verkiezingsarchief.nl/kandidaten/21c3bi/Michel_Klein
4190,10.0,ChristenUnie,,D.G.M.,Don,,Ceder,m,Amsterdam,,PS2023Noord-Holland,,Q28861455,,,,,,,,,44.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,Don Ceder,https://verkiezingsarchief.nl/kandidaten/h6ln3/Don_Ceder
4191,11.0,DENK,,M.I.,Ibrahim,,Ghazi,m,Amsterdam,,PS2023Noord-Holland,,Q123176266,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Ibrahim Ghazi,https://verkiezingsarchief.nl/kandidaten/21c3ey/Ibrahim_Ghazi
4192,11.0,DENK,,E.,Erdoğan,,Şahin,m,Zaandam,,PS2023Noord-Holland,,Q123176272,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Erdoğan Şahin,https://verkiezingsarchief.nl/kandidaten/21c3f4/Erdoğan_Şahin
4193,11.0,DENK,,Ş.,Şebnem,,Pancar,v,Assendelft,,PS2023Noord-Holland,,Q123176296,,,,,,,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,Şebnem Pancar,https://verkiezingsarchief.nl/kandidaten/21c3fs/Şebnem_Pancar
4194,11.0,DENK,,S.Y.,Sheher,,Khan,m,Amsterdam,,PS2023Noord-Holland,,Q123176302,,,,,,,,,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,Sheher Khan,https://verkiezingsarchief.nl/kandidaten/21c3fy/Sheher_Khan
4195,11.0,DENK,,S.,Süleyman,,Koyuncu,m,Amsterdam,,PS2023Noord-Holland,,Q123176304,,,,,,,,,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,Süleyman Koyuncu,https://verkiezingsarchief.nl/kandidaten/21c3g0/Süleyman_Koyuncu
4196,12.0,50PLUS,,A.G.,Sander,,Faassen,m,Heemstede,,PS2023Noord-Holland,,Q123176309,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Sander Faassen,https://verkiezingsarchief.nl/kandidaten/21c3g5/Sander_Faassen
4197,14.0,Belang van Nederland (BVNL),,W.R.,Wybren,van,Haga,m,Haarlem,,PS2023Noord-Holland,,Q28861054,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Wybren van Haga,https://verkiezingsarchief.nl/kandidaten/h6lby/Wybren_van_Haga
4198,14.0,Belang van Nederland (BVNL),,P.,Pascal,van,Kassel,m,Weesp,,PS2023Noord-Holland,,Q123176443,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Pascal van Kassel,https://verkiezingsarchief.nl/kandidaten/21c3jv/Pascal_van_Kassel
4199,14.0,Belang van Nederland (BVNL),,Y.J.S.,Yernaz,,Ramautarsing,m,Amsterdam,,PS2023Noord-Holland,,Q28862434,,,,,,,,,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,Yernaz Ramautarsing,https://verkiezingsarchief.nl/kandidaten/h6mea/Yernaz_Ramautarsing
4200,14.0,Belang van Nederland (BVNL),,F.,Frederique,,Durlacher,v,Hilversum,,PS2023Noord-Holland,,Q123176454,,,,,,,,,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,Frederique Durlacher,https://verkiezingsarchief.nl/kandidaten/21c3k6/Frederique_Durlacher
4201,14.0,Belang van Nederland (BVNL),,C.J.,Carmen,,Bosscher,v,Heerhugowaard,,PS2023Noord-Holland,,Q123176430,,,,,,,,,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,Carmen Bosscher,https://verkiezingsarchief.nl/kandidaten/21c3ji/Carmen_Bosscher
4202,14.0,Belang van Nederland (BVNL),,S.J.M.,Saul,,Jonk,m,Volendam,,PS2023Noord-Holland,,Q123176446,,,,,,,,,24.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,Saul Jonk,https://verkiezingsarchief.nl/kandidaten/21c3jy/Saul_Jonk
4203,14.0,Belang van Nederland (BVNL),,P.C.J.,Patrick,,Schilder,m,Volendam,,PS2023Noord-Holland,,Q123176435,,,,,,,,,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,Patrick Schilder,https://verkiezingsarchief.nl/kandidaten/21c3jn/Patrick_Schilder
4204,14.0,Belang van Nederland (BVNL),,H.P.,Hans,van,Tellingen,m,Amstelveen,,PS2023Noord-Holland,,Q123176428,,,,,,,,,27.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,Hans van Tellingen,https://verkiezingsarchief.nl/kandidaten/21c3jg/Hans_van_Tellingen
4205,15.0,Nederland met een PLAN (S.V.P.),,K.K.,Kok,,Chan,m,Amsterdam,,PS2023Noord-Holland,,Q123176579,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Kok Chan,https://verkiezingsarchief.nl/kandidaten/21c3nn/Kok_Chan
4206,15.0,Nederland met een PLAN (S.V.P.),,R.M.,René,,Groeneveld,m,Amsterdam,,PS2023Noord-Holland,,Q123176581,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,René Groeneveld,https://verkiezingsarchief.nl/kandidaten/21c3np/René_Groeneveld
4207,15.0,Nederland met een PLAN (S.V.P.),,M.L.H.,Maureen,,Riley,v,Zaandam,,PS2023Noord-Holland,,Q123176586,,,,,,,,,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,Maureen Riley,https://verkiezingsarchief.nl/kandidaten/21c3nu/Maureen_Riley
4208,15.0,Nederland met een PLAN (S.V.P.),,S.I.,Serge,,Lutgens,m,Amsterdam,,PS2023Noord-Holland,,Q123176583,,,,,,,,,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,Serge Lutgens,https://verkiezingsarchief.nl/kandidaten/21c3nr/Serge_Lutgens
4209,15.0,Nederland met een PLAN (S.V.P.),,D.M.I.T.M.G.,Daniel,,Bosch,m,Amsterdam,,PS2023Noord-Holland,,Q123176589,,,,,,,,,11.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,Daniel Bosch,https://verkiezingsarchief.nl/kandidaten/21c3nx/Daniel_Bosch
4210,15.0,Nederland met een PLAN (S.V.P.),,V.W.M.M.,Vincent,,Adolfse,m,Amsterdam,,PS2023Noord-Holland,,Q123176591,,,,,,,,,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,Vincent Adolfse,https://verkiezingsarchief.nl/kandidaten/21c3nz/Vincent_Adolfse
4211,15.0,Nederland met een PLAN (S.V.P.),,M.J.P.L.,Michael,,Chang,m,Amsterdam,,PS2023Noord-Holland,,Q123176595,,,,,,,,,19.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,Michael Chang,https://verkiezingsarchief.nl/kandidaten/21c3o3/Michael_Chang
4212,16.0,Piratenpartij,,M.A.,Matthijs,,Pontier,m,Amsterdam,,PS2023Noord-Holland,,Q28860023,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Matthijs Pontier,https://verkiezingsarchief.nl/kandidaten/h6kjb/Matthijs_Pontier
4213,16.0,Piratenpartij,,S.,Saira,,Sadloe,v,Purmerend,,PS2023Noord-Holland,,Q105703906,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Saira Sadloe,https://verkiezingsarchief.nl/kandidaten/1qxlnm/Saira_Sadloe
4214,16.0,Piratenpartij,,H.K.,Kirsten,,Zimmerman,v,Amsterdam,,PS2023Noord-Holland,,Q123176406,,,,,,,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,Kirsten Zimmerman,https://verkiezingsarchief.nl/kandidaten/21c3iu/Kirsten_Zimmerman
4215,16.0,Piratenpartij,,M.A.,Mark,van,Treuren,m,Schagen,,PS2023Noord-Holland,,Q105703910,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Mark van Treuren,https://verkiezingsarchief.nl/kandidaten/1qxlnq/Mark_van_Treuren
4216,16.0,Piratenpartij,,M.P.,Mirjam,van,Rijn,v,Amsterdam,,PS2023Noord-Holland,,Q105703904,,,,,,,,,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,Mirjam van Rijn,https://verkiezingsarchief.nl/kandidaten/1qxlnk/Mirjam_van_Rijn
4217,16.0,Piratenpartij,,S.,Sepehr,,Yadegari,m,Zaanstad,,PS2023Noord-Holland,,Q123176409,,,,,,,,,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Sepehr Yadegari,https://verkiezingsarchief.nl/kandidaten/21c3ix/Sepehr_Yadegari
4218,16.0,Piratenpartij,,S.A.M.,Susan,,Delsing,v,Amsterdam,,PS2023Noord-Holland,,Q123176604,,,,,,,,,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,Susan Delsing,https://verkiezingsarchief.nl/kandidaten/21c3oc/Susan_Delsing
4219,16.0,Piratenpartij,,H.R.M.P.,Ron,,Smit,m,Amsterdam,,PS2023Noord-Holland,,Q123176607,,,,,,,,,11.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,Ron Smit,https://verkiezingsarchief.nl/kandidaten/21c3of/Ron_Smit
4220,16.0,Piratenpartij,,A.A.M.,Angeline,,Pot,v,Den Helder,,PS2023Noord-Holland,,Q123176410,,,,,,,,,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,Angeline Pot,https://verkiezingsarchief.nl/kandidaten/21c3iy/Angeline_Pot
4221,16.0,Piratenpartij,,A.M.,Astrid,,Abendroth,v,Amsterdam,,PS2023Noord-Holland,,Q105703911,,,,,,,,,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,Astrid Abendroth,https://verkiezingsarchief.nl/kandidaten/1qxlnr/Astrid_Abendroth
4222,16.0,Piratenpartij,,N.B.,Nico,,Teders,m,Purmerend,,PS2023Noord-Holland,,Q123176420,,,,,,,,,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,Nico Teders,https://verkiezingsarchief.nl/kandidaten/21c3j8/Nico_Teders
4223,16.0,Piratenpartij,,D.R.,Danny,,Werner,m,Amsterdam,,PS2023Noord-Holland,,Q105703892,,,,,,,,,16.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,Danny Werner,https://verkiezingsarchief.nl/kandidaten/1qxln8/Danny_Werner
4224,16.0,Piratenpartij,,A.C.,André,,Linnenbank,m,Zaanstad,,PS2023Noord-Holland,,Q54944705,,,,,,,,,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,André Linnenbank,https://verkiezingsarchief.nl/kandidaten/wpnlt/André_Linnenbank
4225,16.0,Piratenpartij,,G.M.H.,Metje,,Blaak,v,Amsterdam,,PS2023Noord-Holland,,Q94992751,,,,,,,,,23.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,Metje Blaak,https://verkiezingsarchief.nl/kandidaten/1kk0vj/Metje_Blaak
4226,17.0,JA21,,D.J.,Daniël,van den,Berg,m,Huizen,,PS2023Noord-Holland,,Q123238968,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Daniël van den Berg,https://verkiezingsarchief.nl/kandidaten/21dfso/Daniël_van_den_Berg
4227,17.0,JA21,,K.,Kelly,,Uiterwijk,v,Beverwijk,,PS2023Noord-Holland,,Q123176188,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Kelly Uiterwijk,https://verkiezingsarchief.nl/kandidaten/21c3cs/Kelly_Uiterwijk
4228,17.0,JA21,,C.,Cynthia,,Gordijn,v,Krommenie,,PS2023Noord-Holland,,Q123176207,,,,,,,,,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,Cynthia Gordijn,https://verkiezingsarchief.nl/kandidaten/21c3db/Cynthia_Gordijn
4229,17.0,JA21,,A.,Annabel,,Nanninga,v,Amsterdam,,PS2023Noord-Holland,,Q42532175,,,,,,,,,19.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,Annabel Nanninga,https://verkiezingsarchief.nl/kandidaten/pbm1b/Annabel_Nanninga
4230,20.0,BBB,,T.,Tim,van der,Mark,,Middenbeemster,,PS2023Noord-Holland,,Q123176380,,,,,,,,,19.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,Tim van der Mark,https://verkiezingsarchief.nl/kandidaten/21c3i4/Tim_van_der_Mark
4231,20.0,BBB,,G.D.,Gina,,Kattenberg,,Hilversum,,PS2023Noord-Holland,,Q123176378,,,,,,,,,21.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,Gina Kattenberg,https://verkiezingsarchief.nl/kandidaten/21c3i2/Gina_Kattenberg
4232,20.0,BBB,,I.,Inge,,Rood,,Beverwijk,,PS2023Noord-Holland,,Q123176349,,,,,,,,,23.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,Inge Rood,https://verkiezingsarchief.nl/kandidaten/21c3h9/Inge_Rood
4233,20.0,BBB,,C.J.G.,Cees,,Kramer,,Nederhorst den Berg,,PS2023Noord-Holland,,Q123176377,,,,,,,,,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,Cees Kramer,https://verkiezingsarchief.nl/kandidaten/21c3i1/Cees_Kramer
4234,4.0,Partij van de Arbeid (P.v.d.A.),5.0,J.W.B.,Jan,,Daenen,m,Wageningen,111,GR2018Wageningen,Q275441,Q123176011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jan Daenen,https://verkiezingsarchief.nl/kandidaten/21c37v/Jan_Daenen
4235,7.0,ChristenUnie,10.0,R.C.,Reinier,van den,Berg,m,Wageningen,88,GR2022Wageningen,Q239539,Q14255109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reinier van den Berg,https://verkiezingsarchief.nl/kandidaten/8hjb9/Reinier_van_den_Berg
