,Lijstnummer,Aanduiding,Positie,Initialen,Roepnaam,Tussenvoegsels,Achternaam,Geslacht,Woonplaats,Stemmen,Verkiezing,Party_WD_id,Qid,Positie_Groningen,Positie_Fryslan,Positie_Drenthe,Positie_Overijssel,Positie_Flevoland,Positie_Nijmegen,Positie_Arnhem,Positie_Utrecht,Positie_Amsterdam,Positie_Haarlem,Positie_Den_Helder,Positie_Den_Haag,Positie_Rotterdam,Positie_Dordrecht,Positie_Leiden,Positie_Zeeland,Positie_Tilburg,Positie_Den_Bosch,Positie_Limburg,Positie_Caribisch_Nederland,Stemmen_Groningen,Stemmen_Fryslan,Stemmen_Drenthe,Stemmen_Overijssel,Stemmen_Flevoland,Stemmen_Nijmegen,Stemmen_Arnhem,Stemmen_Utrecht,Stemmen_Amsterdam,Stemmen_Haarlem,Stemmen_Den_Helder,Stemmen_Den_Haag,Stemmen_Rotterdam,Stemmen_Dordrecht,Stemmen_Leiden,Stemmen_Zeeland,Stemmen_Tilburg,Stemmen_Den_Bosch,Stemmen_Limburg,Stemmen_Caribisch_Nederland,Stemmen_Maastricht,Positie_Maastricht,Stemmen_Venlo,Positie_Venlo,Stemmen_s-Gravenhage,Positie_s-Gravenhage,Stemmen_s-Hertogenbosch,Positie_s-Hertogenbosch,Stemmen_Gelderland,Positie_Gelderland,Stemmen_Noord_Holland,Positie_Noord_Holland,Stemmen_Zuid_Holland,Positie_Zuid_Holland,Stemmen_Noord_Brabant,Positie_Noord_Brabant,Stemmen_Bonaire,Positie_Bonaire,Stemmen_Saba,Positie_Saba,Stemmen_Sint_Eustatius,Positie_Sint_Eustatius,Stemmen_Buitenland,Positie_Buitenland,Stemmen_Den Helder,Positie_Den Helder,Naam,url
4092,2.0,CDA,1.0,I.,Isa,,Kahraman,m,Rijssen,1090,GR2014Rijssen Holten,Q273749,Q122841376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Isa Kahraman,https://verkiezingsarchief.nl/kandidaten/214x0g/Isa_Kahraman
4093,3.0,ChristenUnie,1.0,B.D.,Bert,,Tijhof,m,Rijssen,2433,GR2014Rijssen Holten,Q239539,Q28861479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bert Tijhof,https://verkiezingsarchief.nl/kandidaten/h6lnr/Bert_Tijhof
4094,1.0,Staatkundig Gereformeerde Partij (SGP),1.0,A.J.,André,,Scheppink,m,Rijssen,3503,GR2018Rijssen Holten,Q60172,Q123176249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,André Scheppink,https://verkiezingsarchief.nl/kandidaten/21c3eh/André_Scheppink
4095,1.0,Staatkundig Gereformeerde Partij (SGP),3.0,E.G.,Ewart,,Bosma,m,Rijssen,263,GR2018Rijssen Holten,Q60172,Q123176227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ewart Bosma,https://verkiezingsarchief.nl/kandidaten/21c3dv/Ewart_Bosma
4096,3.0,ChristenUnie,1.0,B.D.,Bert,,Tijhof,m,Rijssen,2543,GR2018Rijssen Holten,Q239539,Q28861479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bert Tijhof,https://verkiezingsarchief.nl/kandidaten/h6lnr/Bert_Tijhof
4097,1.0,Staatkundig Gereformeerde Partij (SGP),1.0,A.J.,André,,Scheppink,m,Rijssen,3175,GR2022Rijssen Holten,Q60172,Q123176249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,André Scheppink,https://verkiezingsarchief.nl/kandidaten/21c3eh/André_Scheppink
4098,1.0,Staatkundig Gereformeerde Partij (SGP),3.0,E.G.,Ewart,,Bosma,m,Rijssen,633,GR2022Rijssen Holten,Q60172,Q123176227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ewart Bosma,https://verkiezingsarchief.nl/kandidaten/21c3dv/Ewart_Bosma
4099,2.0,ChristenUnie,13.0,B.D.,Bert,,Tijhof,m,Rijssen,479,GR2022Rijssen Holten,Q239539,Q28861479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bert Tijhof,https://verkiezingsarchief.nl/kandidaten/h6lnr/Bert_Tijhof
4100,,SP,,G.E.,Gerrie,,Elfrink,,,5785,GR2010Arnhem,Q849580,Q106044246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gerrie Elfrink,https://verkiezingsarchief.nl/kandidaten/1r4w9i/Gerrie_Elfrink
4101,,SP,,P.A.O.,Pierre,,Courbois,,,81,GR2010Arnhem,Q849580,Q2093347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pierre Courbois,https://verkiezingsarchief.nl/kandidaten/18v8j/Pierre_Courbois
4102,2.0,SP (Socialistische Partij),1.0,G.E.,Gerrie,,Elfrink,m,Arnhem,6126,GR2014Arnhem,Q849580,Q106044246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gerrie Elfrink,https://verkiezingsarchief.nl/kandidaten/1r4w9i/Gerrie_Elfrink
4103,2.0,SP (Socialistische Partij),30.0,P.A.O.,Pierre,,Courbois,m,Arnhem,79,GR2014Arnhem,Q849580,Q2093347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pierre Courbois,https://verkiezingsarchief.nl/kandidaten/18v8j/Pierre_Courbois
4104,2.0,SP (Socialistische Partij),1.0,G.E.,Gerrie,,Elfrink,m,Arnhem,2273,GR2018Arnhem,Q849580,Q106044246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gerrie Elfrink,https://verkiezingsarchief.nl/kandidaten/1r4w9i/Gerrie_Elfrink
4105,2.0,SP (Socialistische Partij),3.0,S.E.M.,Sarah,,Dobbe,v,Arnhem,379,GR2018Arnhem,Q849580,Q39169000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sarah Dobbe,https://verkiezingsarchief.nl/kandidaten/nbizs/Sarah_Dobbe
4106,2.0,SP (Socialistische Partij),25.0,P.A.O.,Pierre,,Courbois,m,Arnhem,73,GR2018Arnhem,Q849580,Q2093347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pierre Courbois,https://verkiezingsarchief.nl/kandidaten/18v8j/Pierre_Courbois
4107,8.0,ChristenUnie,3.0,N.N.,Nathalie,,Nede,v,Arnhem,598,GR2018Arnhem,Q239539,Q106191741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nathalie Nede,https://verkiezingsarchief.nl/kandidaten/1r822l/Nathalie_Nede
4108,9.0,DENK Verenigd Arnhem,2.0,Y.,Yıldırım,,Usta,m,Arnhem,681,GR2018Arnhem,,Q123176259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yıldırım Usta,https://verkiezingsarchief.nl/kandidaten/21c3er/Yıldırım_Usta
4109,5.0,SP (Socialistische Partij),1.0,G.E.,Gerrie,,Elfrink,m,Arnhem,1914,GR2022Arnhem,Q849580,Q106044246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gerrie Elfrink,https://verkiezingsarchief.nl/kandidaten/1r4w9i/Gerrie_Elfrink
4110,5.0,SP (Socialistische Partij),2.0,S.E.M.,Sarah,,Dobbe,v,Arnhem,1266,GR2022Arnhem,Q849580,Q39169000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sarah Dobbe,https://verkiezingsarchief.nl/kandidaten/nbizs/Sarah_Dobbe
4111,5.0,SP (Socialistische Partij),16.0,P.A.O.,Pierre,,Courbois,m,Arnhem,66,GR2022Arnhem,Q849580,Q2093347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pierre Courbois,https://verkiezingsarchief.nl/kandidaten/18v8j/Pierre_Courbois
4112,7.0,Partij voor de Dieren,7.0,R.R.,Radjan,,Hanoeman,,Arnhem,107,GR2022Arnhem,Q663535,Q123176135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Radjan Hanoeman,https://verkiezingsarchief.nl/kandidaten/21c3bb/Radjan_Hanoeman
4113,10.0,ChristenUnie,1.0,N.N.,Nathalie,,Nede,v,Arnhem,1537,GR2022Arnhem,Q239539,Q106191741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nathalie Nede,https://verkiezingsarchief.nl/kandidaten/1r822l/Nathalie_Nede
4114,13.0,Forum voor Democratie,1.0,G.A.A.,,,Luurssen,,Arnhem,987,GR2022Arnhem,Q28163962,Q123215727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gino Luurssen,https://verkiezingsarchief.nl/kandidaten/21cxv3/Gino_Luurssen
4115,1.0,Christen Democratisch Appèl (CDA),4.0,Q.A.,Robert,van,Dijk,m,Ammerzoden,561,GR2014Maasdriel,Q273749,Q123176078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert van Dijk,https://verkiezingsarchief.nl/kandidaten/21c39q/Robert_van_Dijk
4116,1.0,CDA,3.0,Q.A.,Robert,van,Dijk,m,Ammerzoden,542,GR2018Maasdriel,Q273749,Q123176078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert van Dijk,https://verkiezingsarchief.nl/kandidaten/21c39q/Robert_van_Dijk
4117,2.0,CDA,4.0,Q.A.,Robert,van,Dijk,m,Ammerzoden,379,GR2022Maasdriel,Q273749,Q123176078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert van Dijk,https://verkiezingsarchief.nl/kandidaten/21c39q/Robert_van_Dijk
4118,,CDA,,J.C.M.,Johan,,Goos,,,120,GR2010Noordoostpolder,Q273749,Q123176056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johan Goos,https://verkiezingsarchief.nl/kandidaten/21c394/Johan_Goos
4119,1.0,CDA,4.0,J.C.M.,Johan,,Goos,m,Emmeloord,146,GR2014Noordoostpolder,Q273749,Q123176056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johan Goos,https://verkiezingsarchief.nl/kandidaten/21c394/Johan_Goos
4120,1.0,CDA,2.0,J.C.M.,Johan,,Goos,m,Emmeloord,284,GR2018Noordoostpolder,Q273749,Q123176056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johan Goos,https://verkiezingsarchief.nl/kandidaten/21c394/Johan_Goos
4121,4.0,VVD,3.0,J.L.P.,Jasper,van,Os,m,Emmeloord,65,GR2018Noordoostpolder,Q239333,Q123175944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jasper van Os,https://verkiezingsarchief.nl/kandidaten/21c360/Jasper_van_Os
4122,1.0,CDA,21.0,J.C.M.,Johan,,Goos,m,Emmeloord,63,GR2022Noordoostpolder,Q273749,Q123176056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johan Goos,https://verkiezingsarchief.nl/kandidaten/21c394/Johan_Goos
4123,4.0,VVD,1.0,J.L.P.,Jasper,van,Os,,Emmeloord,734,GR2022Noordoostpolder,Q239333,Q123175944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jasper van Os,https://verkiezingsarchief.nl/kandidaten/21c360/Jasper_van_Os
4124,6.0,Democraten 66 (D66),7.0,S.A.P.,Stefan,,Dekkers,m,Roosendaal,17.0,GR2018Roosendaal,Q747910,Q123176417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stefan Dekkers,https://verkiezingsarchief.nl/kandidaten/21c3j5/Stefan_Dekkers
4125,7.0,D66,13.0,S.A.P.,Stefan,,Dekkers,m,Roosendaal,12.0,GR2022Roosendaal,Q747910,Q123176417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stefan Dekkers,https://verkiezingsarchief.nl/kandidaten/21c3j5/Stefan_Dekkers
4126,9.0,Forum voor Democratie,6.0,M.H.,,van,Woudenberg,,Breda,7.0,GR2022Roosendaal,Q28163962,Q123215692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marnix van Woudenberg,https://verkiezingsarchief.nl/kandidaten/21cxu4/Marnix_van_Woudenberg
4127,9.0,Forum voor Democratie,9.0,J.C.M.,,van den,Oetelaar,,Schijndel,11.0,GR2022Roosendaal,Q28163962,Q105710056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joris van den Oetelaar,https://verkiezingsarchief.nl/kandidaten/1qxqeg/Joris_van_den_Oetelaar
4128,1.0,VVD,47.0,E.,Eric,van der,Burg,,,,PS2015Noord-Holland,Q239333,Q2084799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eric van der Burg,https://verkiezingsarchief.nl/kandidaten/18on3/Eric_van_der_Burg
4129,3.0,PVV (Partij voor de Vrijheid),8.0,M.,Marco,,Deen,,,,PS2015Noord-Holland,Q332739,Q123176037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marco Deen,https://verkiezingsarchief.nl/kandidaten/21c38l/Marco_Deen
4130,3.0,PVV (Partij voor de Vrijheid),17.0,M.,Martin,,Bosma,,,,PS2015Noord-Holland,Q332739,Q3180577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Martin Bosma,https://verkiezingsarchief.nl/kandidaten/1w65d/Martin_Bosma
4131,5.0,SP (Socialistische Partij),1.0,R.,Remine,,Alberts,,,,PS2015Noord-Holland,Q849580,Q105728352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Remine Oosterbaan,https://verkiezingsarchief.nl/kandidaten/1qy4io/Remine_Oosterbaan
4132,7.0,GROENLINKS,18.0,L.,Laura,,Bromet,,,,PS2015Noord-Holland,Q667680,Q27646718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laura Bromet,https://verkiezingsarchief.nl/kandidaten/ggkce/Laura_Bromet
4133,8.0,Partij voor de Dieren,2.0,L.,Lammert,van,Raan,,,,PS2015Noord-Holland,Q663535,Q28860633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lammert van Raan,https://verkiezingsarchief.nl/kandidaten/h6l09/Lammert_van_Raan
4134,8.0,Partij voor de Dieren,5.0,E.S.,Eva,,Akerboom,,,,PS2015Noord-Holland,Q663535,Q28860640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eva Akerboom,https://verkiezingsarchief.nl/kandidaten/h6l0g/Eva_Akerboom
4135,8.0,Partij voor de Dieren,6.0,I.M.,Iris,,Dicke,,,,PS2015Noord-Holland,Q663535,Q123176115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iris Dicke,https://verkiezingsarchief.nl/kandidaten/21c3ar/Iris_Dicke
4136,8.0,Partij voor de Dieren,26.0,P.B.,Paul,,Cliteur,,,,PS2015Noord-Holland,Q663535,Q2333972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paul Cliteur,https://verkiezingsarchief.nl/kandidaten/1e0wk/Paul_Cliteur
4137,11.0,ChristenUnie-SGP,1.0,M.C.A.,Michel,,Klein,,,,PS2015Noord-Holland,Q239539,Q123176142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michel Klein,https://verkiezingsarchief.nl/kandidaten/21c3bi/Michel_Klein
4138,11.0,ChristenUnie-SGP,2.0,D.G.M.,Don,,Ceder,,,,PS2015Noord-Holland,Q239539,Q28861455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don Ceder,https://verkiezingsarchief.nl/kandidaten/h6ln3/Don_Ceder
4139,14.0,Hart voor Holland,20.0,T.R.M.,Micha,,Kuiper,,,,PS2015Noord-Holland,,Q123176558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Micha Kuiper,https://verkiezingsarchief.nl/kandidaten/21c3n2/Micha_Kuiper
4140,15.0,Piratenpartij,3.0,M.A.,Matthijs,,Pontier,,,,PS2015Noord-Holland,Q1133908,Q28860023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matthijs Pontier,https://verkiezingsarchief.nl/kandidaten/h6kjb/Matthijs_Pontier
4141,1.0,VVD,2.0,M.A-H.,Miriam,van,Meerten-Kok,,,29493.0,PS2019Noord-Holland,Q239333,Q120146877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miriam van Meerten-Kok,https://verkiezingsarchief.nl/kandidaten/1zj5x9/Miriam_van_Meerten-Kok
4142,1.0,VVD,7.0,B.G.P.,Bas,de,Wit,,,4948.0,PS2019Noord-Holland,Q239333,Q123175922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bas de Wit,https://verkiezingsarchief.nl/kandidaten/21c35e/Bas_de_Wit
4143,3.0,PvdA,29.0,M.,Mohamed,,Nabih,,,280.0,PS2019Noord-Holland,Q275441,Q123176015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohamed Nabih,https://verkiezingsarchief.nl/kandidaten/21c37z/Mohamed_Nabih
4144,4.0,PVV (Partij voor de Vrijheid),1.0,M.,Marco,,Deen,,,39234.0,PS2019Noord-Holland,Q332739,Q123176037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marco Deen,https://verkiezingsarchief.nl/kandidaten/21c38l/Marco_Deen
4145,4.0,PVV (Partij voor de Vrijheid),7.0,V.H.,Vincent,van den,Born,,,1748.0,PS2019Noord-Holland,Q332739,Q123176044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vincent van den Born,https://verkiezingsarchief.nl/kandidaten/21c38s/Vincent_van_den_Born
4146,4.0,PVV (Partij voor de Vrijheid),8.0,J.P.,Peter,van,Haasen,,,2031.0,PS2019Noord-Holland,Q332739,Q123176046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter van Haasen,https://verkiezingsarchief.nl/kandidaten/21c38u/Peter_van_Haasen
4147,5.0,SP,2.0,R.,Remine,,Alberts-Oosterbaan,,,11811.0,PS2019Noord-Holland,Q849580,Q105728352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Remine Oosterbaan,https://verkiezingsarchief.nl/kandidaten/1qy4io/Remine_Oosterbaan
4148,8.0,Partij voor de Dieren,2.0,I.,Ines,,Kostić,,,12851.0,PS2019Noord-Holland,Q663535,Q28857876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ines Kostić,https://verkiezingsarchief.nl/kandidaten/h6ivo/Ines_Kostić
4149,8.0,Partij voor de Dieren,3.0,J.P.,Jaap,,Hollebeek,,,1355.0,PS2019Noord-Holland,Q663535,Q123176114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaap Hollebeek,https://verkiezingsarchief.nl/kandidaten/21c3aq/Jaap_Hollebeek
4150,8.0,Partij voor de Dieren,14.0,E.S.,Eva,,Akerboom,,,1062.0,PS2019Noord-Holland,Q663535,Q28860640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eva Akerboom,https://verkiezingsarchief.nl/kandidaten/h6l0g/Eva_Akerboom
4151,8.0,Partij voor de Dieren,21.0,L.,Lammert,van,Raan,,,172.0,PS2019Noord-Holland,Q663535,Q28860633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lammert van Raan,https://verkiezingsarchief.nl/kandidaten/h6l09/Lammert_van_Raan
4152,9.0,50PLUS/PARTIJ VAN DE OUDEREN,7.0,A.G.,Sander,,Faassen,,,394.0,PS2019Noord-Holland,,Q123176309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sander Faassen,https://verkiezingsarchief.nl/kandidaten/21c3g5/Sander_Faassen
4153,12.0,Code Oranje,4.0,M.A.,Matthijs,,Pontier,,,439.0,PS2019Noord-Holland,Q101167830,Q28860023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matthijs Pontier,https://verkiezingsarchief.nl/kandidaten/h6kjb/Matthijs_Pontier
4154,12.0,Code Oranje,9.0,M.P.,Mirjam,van,Rijn,,,212.0,PS2019Noord-Holland,Q101167830,Q105703904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mirjam van Rijn,https://verkiezingsarchief.nl/kandidaten/1qxlnk/Mirjam_van_Rijn
4155,13.0,Forum voor Democratie,1.0,J.,,,Dessing,,,82138.0,PS2019Noord-Holland,Q28163962,Q64590182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johan Dessing,https://verkiezingsarchief.nl/kandidaten/12ge3q/Johan_Dessing
4156,13.0,Forum voor Democratie,3.0,J.,,,Vastenhouw,,,2692.0,PS2019Noord-Holland,Q28163962,Q105710042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joyce Vastenhouw,https://verkiezingsarchief.nl/kandidaten/1qxqe2/Joyce_Vastenhouw
4157,13.0,Forum voor Democratie,5.0,R.J.,,,Dekker,,,1549.0,PS2019Noord-Holland,Q28163962,Q105710037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R.J. Dekker,https://verkiezingsarchief.nl/kandidaten/1qxqdx/R.J._Dekker
4158,13.0,Forum voor Democratie,14.0,A.H.J.W.,,van,Schijndel,,,245.0,PS2019Noord-Holland,Q28163962,Q2639782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anton van Schijndel,https://verkiezingsarchief.nl/kandidaten/1kkva/Anton_van_Schijndel
4159,13.0,Forum voor Democratie,15.0,A.,,,Nanninga,,,7509.0,PS2019Noord-Holland,Q28163962,Q42532175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Annabel Nanninga,https://verkiezingsarchief.nl/kandidaten/pbm1b/Annabel_Nanninga
4160,13.0,Forum voor Democratie,19.0,P.B.,,,Cliteur,,,1627.0,PS2019Noord-Holland,Q28163962,Q2333972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paul Cliteur,https://verkiezingsarchief.nl/kandidaten/1e0wk/Paul_Cliteur
4161,13.0,Forum voor Democratie,21.0,T.H.P,,,Baudet,,,56154.0,PS2019Noord-Holland,Q28163962,Q4462875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thierry Baudet,https://verkiezingsarchief.nl/kandidaten/2nnkr/Thierry_Baudet
4162,14.0,DENK,2.0,S.,Süleyman,,Koyuncu,,,4751.0,PS2019Noord-Holland,Q28147283,Q123176304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Süleyman Koyuncu,https://verkiezingsarchief.nl/kandidaten/21c3g0/Süleyman_Koyuncu
4163,14.0,DENK,3.0,M.I.,Ibrahim,,Ghazi,,,2263.0,PS2019Noord-Holland,Q28147283,Q123176266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ibrahim Ghazi,https://verkiezingsarchief.nl/kandidaten/21c3ey/Ibrahim_Ghazi
4164,14.0,DENK,12.0,S.Y.,Sheher,,Khan,,,209.0,PS2019Noord-Holland,Q28147283,Q123176302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheher Khan,https://verkiezingsarchief.nl/kandidaten/21c3fy/Sheher_Khan
